"SECURITIES","ERROR CODE","NUM FLDS","PX_LAST","TODAY_DT"
"JPY Curncy",0,2,103.170000  ,"06/30/2016",
"EUR Curncy",0,2,1.110500  ,"06/30/2016",
"GBP Curncy",0,2,1.332800  ,"06/30/2016",
"USDJPY Index",0,2,103.170000  ,"06/30/2016",
"XEUJPY Index",0,2,114.580000  ,"06/30/2016",
"GBPJPY Index",0,2,137.510000  ,"06/30/2016",
