"SECURITIES","ERROR CODE","NUM FLDS","PX_LAST","TODAY_DT"
"USRA1020 Curncy",0,2,2.214000  ,"06/30/2016",
"USRA1030 Curncy",0,2,2.314000  ,"06/30/2016",
"USRA1501 Curncy",0,2,"N.A.","06/30/2016",
"USRA2001 Curncy",0,2,2.051000  ,"06/30/2016",
"USRA2002 Curncy",0,2,2.047000  ,"06/30/2016",
"USRA2005 Curncy",0,2,1.890000  ,"06/30/2016",
"USRA2010 Curncy",0,2,2.136000  ,"06/30/2016",
"USRA2020 Curncy",0,2,2.161000  ,"06/30/2016",
"USRA2030 Curncy",0,2,2.268000  ,"06/30/2016",
"USRA3001 Curncy",0,2,1.949000  ,"06/30/2016",
"USRA3002 Curncy",0,2,"N.A.","06/30/2016",
"USRA3005 Curncy",0,2,"N.A.","06/30/2016",
"USRA3010 Curncy",0,2,"N.A.","06/30/2016",
"USRA3020 Curncy",0,2,"N.A.","06/30/2016",
"USRA3030 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A01 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A02 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A03 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A04 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A05 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A07 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A10 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A20 Curncy",0,2,"N.A.","06/30/2016",
"USPA0A30 Curncy",0,2,"N.A.","06/30/2016",
"USPA0C01 Curncy",0,2,-2.981000  ,"06/30/2016",
"USPA0C02 Curncy",0,2,-4.983000  ,"06/30/2016",
"USPA0C03 Curncy",0,2,"N.A.","06/30/2016",
"USPA0C04 Curncy",0,2,"N.A.","06/30/2016",
"USPA0C05 Curncy",0,2,-5.863000  ,"06/30/2016",
"USPA0C07 Curncy",0,2,"N.A.","06/30/2016",
"USPA0C10 Curncy",0,2,-3.750000  ,"06/30/2016",
"USPA0C20 Curncy",0,2,-.528600  ,"06/30/2016",
"USPA0C30 Curncy",0,2,-2.763000  ,"06/30/2016",
"USPA0F01 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F02 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F03 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F04 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F05 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F07 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F10 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F20 Curncy",0,2,"N.A.","06/30/2016",
"USPA0F30 Curncy",0,2,"N.A.","06/30/2016",
"USPA0101 Curncy",0,2,-4.392000  ,"06/30/2016",
"USPA0102 Curncy",0,2,-5.627000  ,"06/30/2016",
"USPA0103 Curncy",0,2,"N.A.","06/30/2016",
"USPA0104 Curncy",0,2,"N.A.","06/30/2016",
"USPA0105 Curncy",0,2,-5.082000  ,"06/30/2016",
"USPA0107 Curncy",0,2,"N.A.","06/30/2016",
"USPA0110 Curncy",0,2,-3.457000  ,"06/30/2016",
"USPA0120 Curncy",0,2,-2.653000  ,"06/30/2016",
"USPA0130 Curncy",0,2,-2.598000  ,"06/30/2016",
"USPA0201 Curncy",0,2,"N.A.","06/30/2016",
"USPA0202 Curncy",0,2,"N.A.","06/30/2016",
"USPA0203 Curncy",0,2,"N.A.","06/30/2016",
"USPA0204 Curncy",0,2,"N.A.","06/30/2016",
"USPA0205 Curncy",0,2,"N.A.","06/30/2016",
"USPA0207 Curncy",0,2,"N.A.","06/30/2016",
"USPA0210 Curncy",0,2,"N.A.","06/30/2016",
"USPA0220 Curncy",0,2,"N.A.","06/30/2016",
"USPA0230 Curncy",0,2,"N.A.","06/30/2016",
"USPA0302 Curncy",0,2,"N.A.","06/30/2016",
"USPA0303 Curncy",0,2,"N.A.","06/30/2016",
"USPA0304 Curncy",0,2,"N.A.","06/30/2016",
"USPA0305 Curncy",0,2,"N.A.","06/30/2016",
"USPA0307 Curncy",0,2,"N.A.","06/30/2016",
"USPA0310 Curncy",0,2,"N.A.","06/30/2016",
"USPA0320 Curncy",0,2,"N.A.","06/30/2016",
"USPA0330 Curncy",0,2,"N.A.","06/30/2016",
"USPA0402 Curncy",0,2,"N.A.","06/30/2016",
"USPA0403 Curncy",0,2,"N.A.","06/30/2016",
"USPA0404 Curncy",0,2,"N.A.","06/30/2016",
"USPA0405 Curncy",0,2,"N.A.","06/30/2016",
"USPA0407 Curncy",0,2,"N.A.","06/30/2016",
"USPA0410 Curncy",0,2,"N.A.","06/30/2016",
"USPA0420 Curncy",0,2,"N.A.","06/30/2016",
"USPA0430 Curncy",0,2,"N.A.","06/30/2016",
"USPA0501 Curncy",0,2,"N.A.","06/30/2016",
"USPA0502 Curncy",0,2,-3.215000  ,"06/30/2016",
"USPA0503 Curncy",0,2,"N.A.","06/30/2016",
"USPA0504 Curncy",0,2,"N.A.","06/30/2016",
"USPA0505 Curncy",0,2,-2.748000  ,"06/30/2016",
"USPA0507 Curncy",0,2,"N.A.","06/30/2016",
"USPA0510 Curncy",0,2,-2.416000  ,"06/30/2016",
"USPA0520 Curncy",0,2,-2.042000  ,"06/30/2016",
"USPA0530 Curncy",0,2,-2.081000  ,"06/30/2016",
"USPA1001 Curncy",0,2,"N.A.","06/30/2016",
"USPA1002 Curncy",0,2,-1.943000  ,"06/30/2016",
"USPA1003 Curncy",0,2,"N.A.","06/30/2016",
"USPA1004 Curncy",0,2,"N.A.","06/30/2016",
"USPA1005 Curncy",0,2,-2.263200  ,"06/30/2016",
"USPA1007 Curncy",0,2,"N.A.","06/30/2016",
"USPA1010 Curncy",0,2,-1.883000  ,"06/30/2016",
"USPA1020 Curncy",0,2,-1.774000  ,"06/30/2016",
"USPA1030 Curncy",0,2,-1.835000  ,"06/30/2016",
"USPA1501 Curncy",0,2,"N.A.","06/30/2016",
"USPA2001 Curncy",0,2,-1.636000  ,"06/30/2016",
"USPA2002 Curncy",0,2,-1.624000  ,"06/30/2016",
"USPA2005 Curncy",0,2,-1.518000  ,"06/30/2016",
"USPA2010 Curncy",0,2,-1.690000  ,"06/30/2016",
"USPA2020 Curncy",0,2,-1.674000  ,"06/30/2016",
"USPA2030 Curncy",0,2,-1.720000  ,"06/30/2016",
"USPA3001 Curncy",0,2,-1.499000  ,"06/30/2016",
"USPA3002 Curncy",0,2,"N.A.","06/30/2016",
"USPA3005 Curncy",0,2,"N.A.","06/30/2016",
"USPA3010 Curncy",0,2,"N.A.","06/30/2016",
"USPA3020 Curncy",0,2,"N.A.","06/30/2016",
"USPA3030 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A01 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A02 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A03 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A04 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A05 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A07 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A10 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A20 Curncy",0,2,"N.A.","06/30/2016",
"USPB0A30 Curncy",0,2,"N.A.","06/30/2016",
"USPB0C01 Curncy",0,2,-3.567000  ,"06/30/2016",
"USPB0C02 Curncy",0,2,-7.213000  ,"06/30/2016",
"USPB0C03 Curncy",0,2,"N.A.","06/30/2016",
"USPB0C04 Curncy",0,2,"N.A.","06/30/2016",
"USPB0C05 Curncy",0,2,-9.405000  ,"06/30/2016",
"USPB0C07 Curncy",0,2,"N.A.","06/30/2016",
"USPB0C10 Curncy",0,2,-6.082000  ,"06/30/2016",
"USPB0C20 Curncy",0,2,-4.523000  ,"06/30/2016",
"USPB0C30 Curncy",0,2,-4.513000  ,"06/30/2016",
"USPB0F01 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F02 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F03 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F04 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F05 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F07 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F10 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F20 Curncy",0,2,"N.A.","06/30/2016",
"USPB0F30 Curncy",0,2,"N.A.","06/30/2016",
"USPB0101 Curncy",0,2,-6.911000  ,"06/30/2016",
"USPB0102 Curncy",0,2,-9.212000  ,"06/30/2016",
"USPB0103 Curncy",0,2,"N.A.","06/30/2016",
"USPB0104 Curncy",0,2,"N.A.","06/30/2016",
"USPB0105 Curncy",0,2,-8.756000  ,"06/30/2016",
"USPB0107 Curncy",0,2,"N.A.","06/30/2016",
"USPB0110 Curncy",0,2,-5.976000  ,"06/30/2016",
"USPB0120 Curncy",0,2,-4.597000  ,"06/30/2016",
"USPB0130 Curncy",0,2,-4.571000  ,"06/30/2016",
"USPB0201 Curncy",0,2,"N.A.","06/30/2016",
"USPB0202 Curncy",0,2,"N.A.","06/30/2016",
"USPB0203 Curncy",0,2,"N.A.","06/30/2016",
"USPB0204 Curncy",0,2,"N.A.","06/30/2016",
"USPB0205 Curncy",0,2,"N.A.","06/30/2016",
"USPB0207 Curncy",0,2,"N.A.","06/30/2016",
"USPB0210 Curncy",0,2,"N.A.","06/30/2016",
"USPB0220 Curncy",0,2,"N.A.","06/30/2016",
"USPB0230 Curncy",0,2,"N.A.","06/30/2016",
"USPB0302 Curncy",0,2,"N.A.","06/30/2016",
"USPB0303 Curncy",0,2,"N.A.","06/30/2016",
"USPB0304 Curncy",0,2,"N.A.","06/30/2016",
"USPB0305 Curncy",0,2,"N.A.","06/30/2016",
"USPB0307 Curncy",0,2,"N.A.","06/30/2016",
"USPB0310 Curncy",0,2,"N.A.","06/30/2016",
"USPB0320 Curncy",0,2,"N.A.","06/30/2016",
"USPB0330 Curncy",0,2,"N.A.","06/30/2016",
"USPB0402 Curncy",0,2,"N.A.","06/30/2016",
"USPB0403 Curncy",0,2,"N.A.","06/30/2016",
"USPB0404 Curncy",0,2,"N.A.","06/30/2016",
"USPB0405 Curncy",0,2,"N.A.","06/30/2016",
"USPB0407 Curncy",0,2,"N.A.","06/30/2016",
"USPB0410 Curncy",0,2,"N.A.","06/30/2016",
"USPB0420 Curncy",0,2,"N.A.","06/30/2016",
"USPB0430 Curncy",0,2,"N.A.","06/30/2016",
"USPB0501 Curncy",0,2,"N.A.","06/30/2016",
"USPB0502 Curncy",0,2,-5.789000  ,"06/30/2016",
"USPB0503 Curncy",0,2,"N.A.","06/30/2016",
"USPB0504 Curncy",0,2,"N.A.","06/30/2016",
"USPB0505 Curncy",0,2,-4.980000  ,"06/30/2016",
"USPB0507 Curncy",0,2,"N.A.","06/30/2016",
"USPB0510 Curncy",0,2,-4.376000  ,"06/30/2016",
"USPB0520 Curncy",0,2,-3.695000  ,"06/30/2016",
"USPB0530 Curncy",0,2,-3.755000  ,"06/30/2016",
"USPB1001 Curncy",0,2,"N.A.","06/30/2016",
"USPB1002 Curncy",0,2,-3.541000  ,"06/30/2016",
"USPB1003 Curncy",0,2,"N.A.","06/30/2016",
"USPB1004 Curncy",0,2,"N.A.","06/30/2016",
"USPB1005 Curncy",0,2,-3.338000  ,"06/30/2016",
"USPB1007 Curncy",0,2,"N.A.","06/30/2016",
"USPB1010 Curncy",0,2,-3.430000  ,"06/30/2016",
"USPB1020 Curncy",0,2,-3.196000  ,"06/30/2016",
"USPB1030 Curncy",0,2,-3.287000  ,"06/30/2016",
"USPB1501 Curncy",0,2,"N.A.","06/30/2016",
"USPB2001 Curncy",0,2,"N.A.","06/30/2016",
"USPB2002 Curncy",0,2,-2.916000  ,"06/30/2016",
"USPB2005 Curncy",0,2,-2.742000  ,"06/30/2016",
"USPB2010 Curncy",0,2,-3.026000  ,"06/30/2016",
"USPB2020 Curncy",0,2,-2.957000  ,"06/30/2016",
"USPB2030 Curncy",0,2,-3.002000  ,"06/30/2016",
"USPB3001 Curncy",0,2,-2.650000  ,"06/30/2016",
"USPB3002 Curncy",0,2,"N.A.","06/30/2016",
"USPB3005 Curncy",0,2,"N.A.","06/30/2016",
"USPB3010 Curncy",0,2,"N.A.","06/30/2016",
"USPB3020 Curncy",0,2,"N.A.","06/30/2016",
"USPB3030 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A01 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A02 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A03 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A04 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A05 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A07 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A10 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A20 Curncy",0,2,"N.A.","06/30/2016",
"USPC0A30 Curncy",0,2,"N.A.","06/30/2016",
"USPC0C01 Curncy",0,2,"N.A.","06/30/2016",
"USPC0C02 Curncy",0,2,-8.306000  ,"06/30/2016",
"USPC0C03 Curncy",0,2,"N.A.","06/30/2016",
"USPC0C04 Curncy",0,2,"N.A.","06/30/2016",
"USPC0C05 Curncy",0,2,-12.739000  ,"06/30/2016",
"USPC0C07 Curncy",0,2,"N.A.","06/30/2016",
"USPC0C10 Curncy",0,2,-8.149000  ,"06/30/2016",
"USPC0C20 Curncy",0,2,-5.929000  ,"06/30/2016",
"USPC0C30 Curncy",0,2,-5.971000  ,"06/30/2016",
"USPC0F01 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F02 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F03 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F04 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F05 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F07 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F10 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F20 Curncy",0,2,"N.A.","06/30/2016",
"USPC0F30 Curncy",0,2,"N.A.","06/30/2016",
"USPC0101 Curncy",0,2,-9.263000  ,"06/30/2016",
"USPC0102 Curncy",0,2,-13.163000  ,"06/30/2016",
"USPC0103 Curncy",0,2,"N.A.","06/30/2016",
"USPC0104 Curncy",0,2,"N.A.","06/30/2016",
"USPC0105 Curncy",0,2,-13.502000  ,"06/30/2016",
"USPC0107 Curncy",0,2,"N.A.","06/30/2016",
"USPC0110 Curncy",0,2,-9.117000  ,"06/30/2016",
"USPC0120 Curncy",0,2,-6.970000  ,"06/30/2016",
"USPC0130 Curncy",0,2,-7.136000  ,"06/30/2016",
"USPC0201 Curncy",0,2,"N.A.","06/30/2016",
"USPC0202 Curncy",0,2,"N.A.","06/30/2016",
"USPC0203 Curncy",0,2,"N.A.","06/30/2016",
"USPC0204 Curncy",0,2,"N.A.","06/30/2016",
"USPC0205 Curncy",0,2,"N.A.","06/30/2016",
"USPC0207 Curncy",0,2,"N.A.","06/30/2016",
"USPC0210 Curncy",0,2,"N.A.","06/30/2016",
"USPC0220 Curncy",0,2,"N.A.","06/30/2016",
"USPC0230 Curncy",0,2,"N.A.","06/30/2016",
"USPC0302 Curncy",0,2,"N.A.","06/30/2016",
"USPC0303 Curncy",0,2,"N.A.","06/30/2016",
"USPC0304 Curncy",0,2,"N.A.","06/30/2016",
"USPC0305 Curncy",0,2,"N.A.","06/30/2016",
"USPC0307 Curncy",0,2,"N.A.","06/30/2016",
"USPC0310 Curncy",0,2,"N.A.","06/30/2016",
"USPC0320 Curncy",0,2,"N.A.","06/30/2016",
"USPC0330 Curncy",0,2,"N.A.","06/30/2016",
"USPC0402 Curncy",0,2,"N.A.","06/30/2016",
"USPC0403 Curncy",0,2,"N.A.","06/30/2016",
"USPC0404 Curncy",0,2,"N.A.","06/30/2016",
"USPC0405 Curncy",0,2,"N.A.","06/30/2016",
"USPC0407 Curncy",0,2,"N.A.","06/30/2016",
"USPC0410 Curncy",0,2,"N.A.","06/30/2016",
"USPC0420 Curncy",0,2,"N.A.","06/30/2016",
"USPC0430 Curncy",0,2,"N.A.","06/30/2016",
"USPC0501 Curncy",0,2,"N.A.","06/30/2016",
"USPC0502 Curncy",0,2,-9.606000  ,"06/30/2016",
"USPC0503 Curncy",0,2,"N.A.","06/30/2016",
"USPC0504 Curncy",0,2,"N.A.","06/30/2016",
"USPC0505 Curncy",0,2,-8.336000  ,"06/30/2016",
"USPC0507 Curncy",0,2,"N.A.","06/30/2016",
"USPC0510 Curncy",0,2,-7.290000  ,"06/30/2016",
"USPC0520 Curncy",0,2,-6.127000  ,"06/30/2016",
"USPC0530 Curncy",0,2,-6.185000  ,"06/30/2016",
"USPC1001 Curncy",0,2,"N.A.","06/30/2016",
"USPC1002 Curncy",0,2,-5.967000  ,"06/30/2016",
"USPC1003 Curncy",0,2,"N.A.","06/30/2016",
"USPC1004 Curncy",0,2,"N.A.","06/30/2016",
"USPC1005 Curncy",0,2,-5.628000  ,"06/30/2016",
"USPC1007 Curncy",0,2,"N.A.","06/30/2016",
"USPC1010 Curncy",0,2,-5.761000  ,"06/30/2016",
"USPC1020 Curncy",0,2,-5.235000  ,"06/30/2016",
"USPC1030 Curncy",0,2,-5.323000  ,"06/30/2016",
"USPC1501 Curncy",0,2,"N.A.","06/30/2016",
"USPC2001 Curncy",0,2,"N.A.","06/30/2016",
"USPC2002 Curncy",0,2,-4.767000  ,"06/30/2016",
"USPC2005 Curncy",0,2,-4.533000  ,"06/30/2016",
"USPC2010 Curncy",0,2,-4.905000  ,"06/30/2016",
"USPC2020 Curncy",0,2,-4.656000  ,"06/30/2016",
"USPC2030 Curncy",0,2,-4.612000  ,"06/30/2016",
"USPC3001 Curncy",0,2,-4.197000  ,"06/30/2016",
"USPC3002 Curncy",0,2,"N.A.","06/30/2016",
"USPC3005 Curncy",0,2,"N.A.","06/30/2016",
"USPC3010 Curncy",0,2,"N.A.","06/30/2016",
"USPC3020 Curncy",0,2,"N.A.","06/30/2016",
"USPC3030 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A01 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A02 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A03 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A04 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A05 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A07 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A10 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A20 Curncy",0,2,"N.A.","06/30/2016",
"USPD0A30 Curncy",0,2,"N.A.","06/30/2016",
"USPD0C01 Curncy",0,2,"N.A.","06/30/2016",
"USPD0C02 Curncy",0,2,-7.278000  ,"06/30/2016",
"USPD0C03 Curncy",0,2,"N.A.","06/30/2016",
"USPD0C04 Curncy",0,2,"N.A.","06/30/2016",
"USPD0C05 Curncy",0,2,-14.141000  ,"06/30/2016",
"USPD0C07 Curncy",0,2,"N.A.","06/30/2016",
"USPD0C10 Curncy",0,2,-8.319000  ,"06/30/2016",
"USPD0C20 Curncy",0,2,-5.496000  ,"06/30/2016",
"USPD0C30 Curncy",0,2,-5.602000  ,"06/30/2016",
"USPD0F01 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F02 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F03 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F04 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F05 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F07 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F10 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F20 Curncy",0,2,"N.A.","06/30/2016",
"USPD0F30 Curncy",0,2,"N.A.","06/30/2016",
"USPD0101 Curncy",0,2,"N.A.","06/30/2016",
"USPD0102 Curncy",0,2,-16.052000  ,"06/30/2016",
"USPD0103 Curncy",0,2,"N.A.","06/30/2016",
"USPD0104 Curncy",0,2,"N.A.","06/30/2016",
"USPD0105 Curncy",0,2,-17.944000  ,"06/30/2016",
"USPD0107 Curncy",0,2,"N.A.","06/30/2016",
"USPD0110 Curncy",0,2,-11.570000  ,"06/30/2016",
"USPD0120 Curncy",0,2,-8.568000  ,"06/30/2016",
"USPD0130 Curncy",0,2,-9.203000  ,"06/30/2016",
"USPD0201 Curncy",0,2,"N.A.","06/30/2016",
"USPD0202 Curncy",0,2,"N.A.","06/30/2016",
"USPD0203 Curncy",0,2,"N.A.","06/30/2016",
"USPD0204 Curncy",0,2,"N.A.","06/30/2016",
"USPD0205 Curncy",0,2,"N.A.","06/30/2016",
"USPD0207 Curncy",0,2,"N.A.","06/30/2016",
"USPD0210 Curncy",0,2,"N.A.","06/30/2016",
"USPD0220 Curncy",0,2,"N.A.","06/30/2016",
"USPD0230 Curncy",0,2,"N.A.","06/30/2016",
"USPD0302 Curncy",0,2,"N.A.","06/30/2016",
"USPD0303 Curncy",0,2,"N.A.","06/30/2016",
"USPD0304 Curncy",0,2,"N.A.","06/30/2016",
"USPD0305 Curncy",0,2,"N.A.","06/30/2016",
"USPD0307 Curncy",0,2,"N.A.","06/30/2016",
"USPD0310 Curncy",0,2,"N.A.","06/30/2016",
"USPD0320 Curncy",0,2,"N.A.","06/30/2016",
"USPD0330 Curncy",0,2,"N.A.","06/30/2016",
"USPD0402 Curncy",0,2,"N.A.","06/30/2016",
"USPD0403 Curncy",0,2,"N.A.","06/30/2016",
"USPD0404 Curncy",0,2,"N.A.","06/30/2016",
"USPD0405 Curncy",0,2,"N.A.","06/30/2016",
"USPD0407 Curncy",0,2,"N.A.","06/30/2016",
"USPD0410 Curncy",0,2,"N.A.","06/30/2016",
"USPD0420 Curncy",0,2,"N.A.","06/30/2016",
"USPD0430 Curncy",0,2,"N.A.","06/30/2016",
"USPD0501 Curncy",0,2,"N.A.","06/30/2016",
"USPD0502 Curncy",0,2,-14.152000  ,"06/30/2016",
"USPD0503 Curncy",0,2,"N.A.","06/30/2016",
"USPD0504 Curncy",0,2,"N.A.","06/30/2016",
"USPD0505 Curncy",0,2,-12.367000  ,"06/30/2016",
"USPD0507 Curncy",0,2,"N.A.","06/30/2016",
"USPD0510 Curncy",0,2,-10.631000  ,"06/30/2016",
"USPD0520 Curncy",0,2,-8.808000  ,"06/30/2016",
"USPD0530 Curncy",0,2,-8.772000  ,"06/30/2016",
"USPD1001 Curncy",0,2,"N.A.","06/30/2016",
"USPD1002 Curncy",0,2,-8.880000  ,"06/30/2016",
"USPD1003 Curncy",0,2,"N.A.","06/30/2016",
"USPD1004 Curncy",0,2,"N.A.","06/30/2016",
"USPD1005 Curncy",0,2,-8.364000  ,"06/30/2016",
"USPD1007 Curncy",0,2,"N.A.","06/30/2016",
"USPD1010 Curncy",0,2,-8.480000  ,"06/30/2016",
"USPD1020 Curncy",0,2,-7.326000  ,"06/30/2016",
"USPD1030 Curncy",0,2,-7.302000  ,"06/30/2016",
"USPD1501 Curncy",0,2,"N.A.","06/30/2016",
"USPD2001 Curncy",0,2,"N.A.","06/30/2016",
"USPD2002 Curncy",0,2,-6.709000  ,"06/30/2016",
"USPD2005 Curncy",0,2,-6.491000  ,"06/30/2016",
"USPD2010 Curncy",0,2,-6.757000  ,"06/30/2016",
"USPD2020 Curncy",0,2,-6.070000  ,"06/30/2016",
"USPD2030 Curncy",0,2,-5.767000  ,"06/30/2016",
"USPD3001 Curncy",0,2,-5.589000  ,"06/30/2016",
"USPD3002 Curncy",0,2,"N.A.","06/30/2016",
"USPD3005 Curncy",0,2,"N.A.","06/30/2016",
"USPD3010 Curncy",0,2,"N.A.","06/30/2016",
"USPD3020 Curncy",0,2,"N.A.","06/30/2016",
"USPD3030 Curncy",0,2,"N.A.","06/30/2016",
"USSN015 BBIR Curncy",0,2,81.065000  ,"06/30/2016",
"USSN0110 BBIR Curncy",0,2,83.025000  ,"06/30/2016",
"USSN0130 BBIR Curncy",0,2,79.295000  ,"06/30/2016",
"USSN055 BBIR Curncy",0,2,90.335000  ,"06/30/2016",
"USSN0510 BBIR Curncy",0,2,89.675000  ,"06/30/2016",
"USSN0530 BBIR Curncy",0,2,78.880000  ,"06/30/2016",
"USSN105 BBIR Curncy",0,2,76.550000  ,"06/30/2016",
"USSN1010 BBIR Curncy",0,2,82.280000  ,"06/30/2016",
"USSN1030 BBIR Curncy",0,2,66.930000  ,"06/30/2016",
"USSN012 BBIR Curncy",0,2,66.435000  ,"06/30/2016",
"USSN032 BBIR Curncy",0,2,82.700000  ,"06/30/2016",
"USSN035 BBIR Curncy",0,2,84.255000  ,"06/30/2016",
"USSN0310 BBIR Curncy",0,2,87.145000  ,"06/30/2016",
"USSN0330 BBIR Curncy",0,2,78.610000  ,"06/30/2016",
"USSN052 BBIR Curncy",0,2,91.360000  ,"06/30/2016",
"USSN102 BBIR Curncy",0,2,83.440000  ,"06/30/2016",
"USSN017 BBIR Curncy",0,2,85.135000  ,"06/30/2016",
"USSN0120 BBIR Curncy",0,2,81.395000  ,"06/30/2016",
"USSN037 BBIR Curncy",0,2,86.120000  ,"06/30/2016",
"USSN0320 BBIR Curncy",0,2,81.575000  ,"06/30/2016",
"USSN057 BBIR Curncy",0,2,89.665000  ,"06/30/2016",
"USSN0520 BBIR Curncy",0,2,81.620000  ,"06/30/2016",
"USSN072 BBIR Curncy",0,2,90.865000  ,"06/30/2016",
"USSN075 BBIR Curncy",0,2,89.025000  ,"06/30/2016",
"USSN077 BBIR Curncy",0,2,87.785000  ,"06/30/2016",
"USSN0710 BBIR Curncy",0,2,85.630000  ,"06/30/2016",
"USSN0720 BBIR Curncy",0,2,77.010000  ,"06/30/2016",
"USSN0730 BBIR Curncy",0,2,73.625000  ,"06/30/2016",
"USSN107 BBIR Curncy",0,2,78.280000  ,"06/30/2016",
"USSN1020 BBIR Curncy",0,2,70.790000  ,"06/30/2016",
"USSN012 Curncy",0,2,61.200000  ,"06/30/2016",
"USSN015 Curncy",0,2,75.400000  ,"06/30/2016",
"USSN017 Curncy",0,2,77.718200  ,"06/30/2016",
"USSN0110 Curncy",0,2,78.900000  ,"06/30/2016",
"USSN0120 Curncy",0,2,77.129500  ,"06/30/2016",
"USSN0130 Curncy",0,2,75.100000  ,"06/30/2016",
"USSN032 Curncy",0,2,76.960000  ,"06/30/2016",
"USSN035 Curncy",0,2,82.300000  ,"06/30/2016",
"USSN037 Curncy",0,2,82.723200  ,"06/30/2016",
"USSN0310 Curncy",0,2,83.000000  ,"06/30/2016",
"USSN0320 Curncy",0,2,77.237700  ,"06/30/2016",
"USSN0330 Curncy",0,2,75.500000  ,"06/30/2016",
"USSN052 Curncy",0,2,84.380000  ,"06/30/2016",
"USSN055 Curncy",0,2,85.170000  ,"06/30/2016",
"USSN057 Curncy",0,2,84.190000  ,"06/30/2016",
"USSN0510 Curncy",0,2,82.900000  ,"06/30/2016",
"USSN0520 Curncy",0,2,75.360700  ,"06/30/2016",
"USSN0530 Curncy",0,2,73.069600  ,"06/30/2016",
"USSN072 Curncy",0,2,83.960000  ,"06/30/2016",
"USSN075 Curncy",0,2,83.000000  ,"06/30/2016",
"USSN077 Curncy",0,2,82.271200  ,"06/30/2016",
"USSN0710 Curncy",0,2,80.200000  ,"06/30/2016",
"USSN0720 Curncy",0,2,72.250500  ,"06/30/2016",
"USSN0730 Curncy",0,2,69.600000  ,"06/30/2016",
"USSN102 Curncy",0,2,84.600000  ,"06/30/2016",
"USSN105 Curncy",0,2,76.000000  ,"06/30/2016",
"USSN107 Curncy",0,2,77.510000  ,"06/30/2016",
"USSN1010 Curncy",0,2,75.800000  ,"06/30/2016",
"USSN1020 Curncy",0,2,67.710000  ,"06/30/2016",
"USSN1030 Curncy",0,2,62.770000  ,"06/30/2016",
